country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.579,2013
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.563,2014
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.601,2015
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.094,2016
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.869,2017
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.525,2018
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,13.958,2019
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.943,2020
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.026,2021
CHE,Switzerland,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,14.581,2022
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.496,1990
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.605,1991
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.811,1992
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.127,1993
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.251,1994
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.392,1995
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.459,1996
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.694,1997
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.930,1998
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.980,1999
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.038,2000
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.066,2001
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.962,2002
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.102,2003
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.181,2004
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.223,2005
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.313,2006
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.429,2007
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.486,2008
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.516,2009
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.680,2010
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.673,2011
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.828,2012
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.024,2013
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.090,2014
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.156,2015
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.134,2016
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.168,2017
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.259,2018
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.345,2019
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.434,2020
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.584,2021
CHE,Switzerland,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.584,2022
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.906,1990
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.025,1991
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.254,1992
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.446,1993
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.598,1994
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.747,1995
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.828,1996
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.137,1997
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.446,1998
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.537,1999
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.679,2000
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.727,2001
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.621,2002
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.788,2003
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.887,2004
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.966,2005
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.084,2006
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.238,2007
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.342,2008
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.412,2009
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.585,2010
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.555,2011
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.721,2012
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.968,2013
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.039,2014
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.111,2015
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.076,2016
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.153,2017
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.243,2018
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.342,2019
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.463,2020
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.678,2021
CHE,Switzerland,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.678,2022
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.070,1990
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.172,1991
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.361,1992
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.795,1993
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.892,1994
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.024,1995
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.078,1996
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.239,1997
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.400,1998
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.414,1999
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.394,2000
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.396,2001
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.300,2002
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.413,2003
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.470,2004
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.479,2005
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.541,2006
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.619,2007
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.630,2008
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.619,2009
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.776,2010
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.788,2011
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.932,2012
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.079,2013
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.140,2014
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.200,2015
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.192,2016
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.185,2017
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.277,2018
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.351,2019
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.409,2020
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.498,2021
CHE,Switzerland,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.498,2022
CHE,Switzerland,gdi_group,GDI Group,GDI,Gender Development Index,2,2022
CHE,Switzerland,gii_rank,GII Rank,GII,Gender Inequality Index,3,2022
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,36692.481,1990
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,38050.791,1991
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37754.385,1992
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37844.740,1993
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37763.469,1994
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37962.851,1995
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,39701.909,1996
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,41244.409,1997
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,43136.826,1998
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,44106.781,1999
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,45851.069,2000
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,45857.993,2001
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,45389.535,2002
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,46810.742,2003
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,47701.613,2004
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,50106.715,2005
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,51435.771,2006
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,49607.486,2007
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,47594.380,2008
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,49962.041,2009
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,54549.278,2010
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,52640.248,2011
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,53505.700,2012
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,54068.042,2013
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,54123.356,2014
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,55141.015,2015
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,54985.420,2016
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,54694.386,2017
CHE,Switzerland,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,54859.197,2018
